"SortOrder1","Goal","Target","Indicator","Series Code","Series Description","SortOrder2","Country or Area","SIDS","LDC","LLDC","Frequency","Unit","Location","Age Group","Sex","Source Type","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020704","Lao People's Democratic Republic","False","True","True","Annual","Number (Units)","Total","Total","Total","Not available","26.00","C, 1","2.00","C, 1","","","5.00","C, 1","1.00","C, 1","7.00","C, 1","6.00","C, 1","8.00","C, 1","30.00","C, 1","41.00","C, 1","35.00","C, 1","26.00","C, 1","19.00","C, 1","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020805","Lebanon","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","1.00","C, 1","6.00","C, 1","","","2.00","C, 1","3.00","C, 1","1.00","C, 1","5.00","C, 1","","","4.00","C, 1","","","","","","","1.00","C, 1","1.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020340","Saint Lucia","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","1.00","C, 1","","","3.00","C, 1","","","","","","","4.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020609","Sri Lanka","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","24.00","C, 1","18.00","C, 1","22.00","C, 1","244.00","C, 1","30,985.00","C, 1","24.00","C, 1","74.00","C, 1","93.00","C, 1","71.00","C, 1","45.00","C, 1","52.00","C, 1","135.00","C, 1","106.00","C, 1","95.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020104","Morocco","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","232.00","C, 1","32.00","C, 1","628.00","C, 1","","","","","","","58.00","C, 1","102.00","C, 1","40.00","C, 1","7.00","C, 1","3.00","C, 1","5.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020227","Madagascar","False","True","False","Annual","Number (Units)","Total","Total","Total","Not available","247.00","C, 1","9.00","C, 1","34.00","C, 1","70.00","C, 1","265.00","C, 1","49.00","C, 1","13.00","C, 1","151.00","C, 1","106.00","C, 1","41.00","C, 1","110.00","C, 1","27.00","C, 1","115.00","C, 1","36.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020606","Maldives","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","72.00","C, 1","1.00","C, 1","","","1.00","C, 1","","","","","","","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020332","Mexico","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","454.00","C, 1","207.00","C, 1","283.00","C, 1","288.00","C, 1","397.00","C, 1","667.00","C, 1","622.00","C, 1","554.00","C, 1","436.00","C, 1","278.00","C, 1","573.00","C, 1","411.00","C, 1","230.00","C, 1","507.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020229","Mali","False","True","True","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","1.00","C, 1","8.00","C, 1","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020233","Mozambique","False","True","False","Annual","Number (Units)","Total","Total","Total","Not available","867.00","C, 1","516.00","C, 1","157.00","C, 1","175.00","C, 1","178.00","C, 1","148.00","C, 1","150.00","C, 1","221.00","C, 1","214.00","C, 1","52.00","C, 1","15.00","C, 1","20.00","C, 1","45.00","C, 1","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020231","Mauritius","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","13.00","C, 1","6.00","C, 1","3.00","C, 1","","","","","24.00","C, 1","12.00","C, 1","2.00","C, 1","","","2.00","C, 1","5.00","C, 1","22.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020910","New Caledonia","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","2.00","C, 1","","","","","","","","","","","","","","","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020235","Niger","False","True","True","Annual","Number (Units)","Total","Total","Total","Not available","1.00","C, 1","","","4.00","C, 1","1.00","C, 1","","","","","6.00","C, 1","3.00","C, 1","2.00","C, 1","","","2.00","C, 1","3.00","C, 1","10.00","C, 1","21.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020334","Nicaragua","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","14.00","C, 1","23.00","C, 1","3.00","C, 1","3.00","C, 1","","","9.00","C, 1","","","339.00","C, 1","22.00","C, 1","4.00","C, 1","15.00","C, 1","15.00","C, 1","17.00","C, 1","13.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020911","Niue","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","1.00","C, 1","","","","","","","","","","","","","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020607","Nepal","False","True","True","Annual","Number (Units)","Total","Total","Total","Not available","296.00","C, 1","473.00","C, 1","651.00","C, 1","509.00","C, 1","328.00","C, 1","145.00","C, 1","294.00","C, 1","290.00","C, 1","491.00","C, 1","518.00","C, 1","518.00","C, 1","587.00","C, 1","470.00","C, 1","499.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020607","Pakistan","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","487.00","C, 1","2,562.00","C, 1","883.00","C, 1","2,254.00","C, 1","1,577.00","C, 1","2,122.00","C, 1","3,031.00","C, 1","669.00","C, 1","2,221.00","C, 1","1,202.00","C, 1","1,947.00","C, 1","345.00","C, 1","639.00","C, 1","565.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020335","Panama","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","7.00","C, 1","9.00","C, 1","7.00","C, 1","6.00","C, 1","27.00","C, 1","1.00","C, 1","10.00","C, 1","3.00","C, 1","44.00","C, 1","18.00","C, 1","26.00","C, 1","6.00","C, 1","18.00","C, 1","1.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020337","Peru","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","126.00","C, 1","637.00","C, 1","234.00","C, 1","101.00","C, 1","79.00","C, 1","70.00","C, 1","85.00","C, 1","687.00","C, 1","142.00","C, 1","147.00","C, 1","112.00","C, 1","28.00","C, 1","53.00","C, 1","95.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020914","Papua New Guinea","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","6.00","C, 1","","","113.00","C, 1","16.00","C, 1","3.00","C, 1","2.00","C, 1","34.00","C, 1","341.00","C, 1","13.00","C, 1","25.00","C, 1","","","","","30.00","C, 1","10.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020336","Paraguay","False","False","True","Annual","Number (Units)","Total","Total","Total","Not available","","","7.00","C, 1","","","","","","","","","2.00","C, 1","8.00","C, 1","32.00","C, 1","","","","","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020806","State of Palestine","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","2.00","C, 1","","","1.00","C, 1","","","","","","","1.00","C, 1","","","2.00","C, 1","1.00","C, 1","","","","","","","4.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020240","Senegal","False","True","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","5.00","C, 1","","","2.00","C, 1","22.00","C, 1","41.00","C, 1","8.00","C, 1","12.00","C, 1","21.00","C, 1","71.00","C, 1","73.00","C, 1","255.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020916","Solomon Islands","True","True","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","138.00","C, 1","","","29.00","C, 1","4.00","C, 1","2.00","C, 1","1.00","C, 1","20.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020242","Sierra Leone","False","True","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","3.00","C, 1","","","","","13.00","C, 1","34.00","C, 1","13.00","C, 1","10.00","C, 1","48.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020321","El Salvador","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","1.00","C, 1","1,818.00","C, 1","7.00","C, 1","3.00","C, 1","12.00","C, 1","185.00","C, 1","24.00","C, 1","22.00","C, 1","63.00","C, 1","60.00","C, 1","35.00","C, 1","57.00","C, 1","5.00","C, 1","1.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01014600","Serbia","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","1.00","C, 1","5.00","C, 1","2.00","C, 1","4.00","C, 1","2.00","C, 1","5.00","C, 1","9.00","C, 1","11.00","C, 1","17.00","C, 1","9.00","C, 1","27.00","C, 1","30.00","C, 1","50.00","C, 1","3.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020810","Syrian Arab Republic","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","9.00","C, 1","3.00","C, 1","23.00","C, 1","4.00","C, 1","38.00","C, 1","24.00","C, 1","69.00","C, 1","157.00","C, 1","248.00","C, 1","52.00","C, 1","","","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020710","Timor-Leste","True","True","False","Annual","Number (Units)","Total","Total","Total","Not available","126.00","C, 1","1.00","C, 1","","","2.00","C, 1","","","","","","","1.00","C, 1","","","3.00","C, 1","9.00","C, 1","4.00","C, 1","10.00","C, 1","17.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020918","Tonga","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","18.00","C, 1","","","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020344","Trinidad and Tobago","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","3.00","C, 1","","","","","","","9.00","C, 1","7.00","C, 1","8.00","C, 1","5.00","C, 1","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020105","Tunisia","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","13.00","C, 1","7.00","C, 1","3.00","C, 1","2.00","C, 1","8.00","C, 1","13.00","C, 1","1.00","C, 1","40.00","C, 1","","","49.00","C, 1","21.00","C, 1","1.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020811","Turkey","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","20.00","C, 1","3.00","C, 1","77.00","C, 1","199.00","C, 1","72.00","C, 1","29.00","C, 1","37.00","C, 1","27.00","C, 1","17.00","C, 1","66.00","C, 1","89.00","C, 1","704.00","C, 1","18.00","C, 1","33.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020919","Tuvalu","True","True","False","Annual","Number (Units)","Total","Total","Total","Not available","18.00","C, 1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020249","Uganda","False","True","True","Annual","Number (Units)","Total","Total","Total","Not available","","","50.00","C, 1","202.00","C, 1","271.00","C, 1","17.00","C, 1","18.00","C, 1","15.00","C, 1","40.00","C, 1","18.00","C, 1","46.00","C, 1","1,361.00","C, 1","267.00","C, 1","15.00","C, 1","9.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020347","Uruguay","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","3.00","C, 1","","","2.00","C, 1","1.00","C, 1","","","42.00","C, 1","7.00","C, 1","2.00","C, 1","","","5.00","C, 1","6.00","C, 1","15.00","C, 1","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020341","Saint Vincent and the Grenadines","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","4.00","C, 1","","","","","2.00","C, 1","","","","","","","","","","","","","","","9.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020348","Venezuela (Bolivarian Republic of)","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","41.00","C, 1","11.00","C, 1","15.00","C, 1","37.00","C, 1","40.00","C, 1","113.00","C, 1","35.00","C, 1","44.00","C, 1","29.00","C, 1","15.00","C, 1","24.00","C, 1","19.00","C, 1","57.00","C, 1","6.00","C, 1"
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020711","Viet Nam","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","852.00","C, 1","604.00","C, 1","353.00","C, 1","180.00","C, 1","233.00","C, 1","675.00","C, 1","317.00","C, 1","381.00","C, 1","575.00","C, 1","294.00","C, 1","60.00","C, 1","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020920","Vanuatu","True","True","False","Annual","Number (Units)","Total","Total","Total","Not available","","","3.00","C, 1","","","","","1.00","C, 1","","","2.00","C, 1","","","","","","","","","1.00","C, 1","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020915","Samoa","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","1.00","C, 1","9.00","C, 1","","","","","","","369.00","C, 1","","","","","","","",""
"010501","1","1.5","1.5.1","VC_DSR_MORT","+                                                                          Number of deaths due to disaster","01020813","Yemen","False","True","False","Annual","Number (Units)","Total","Total","Total","Not available","18.00","C, 1","27.00","C, 1","5.00","C, 1","18.00","C, 1","24.00","C, 1","248.00","C, 1","108.00","C, 1","185.00","C, 1","116.00","C, 1","162.00","C, 1","429.00","C, 1","7.00","C, 1","129.00","C, 1","307.00","C, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01010100","Albania","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","504.00","E, 1","1,137.00","E, 1","1,592.00","E, 1","1,538.00","E, 1","1,310.00","E, 1","2,036.00","E, 1","986.00","E, 1","394.00","E, 1","239.00","E, 1","4,777.00","E, 1","3,078.00","E, 1","7,219.00","E, 1","1,549.00","E, 1","329.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020303","Argentina","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","131,049.00","E, 1","44,205.00","E, 1","58,650.00","E, 1","28,558.00","E, 1","8,467.00","E, 1","15,087.00","E, 1","41,337.00","E, 1","134,632.00","E, 1","26,705.00","E, 1","39,072.00","E, 1","","","","","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020302","Antigua and Barbuda","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","8,548.00","E, 1","8.00","E, 1","2,217.00","E, 1","100.00","E, 1","35.00","E, 1","36.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020307","Belize","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","57,980.00","E, 1","7,000.00","E, 1","","","","","","","","","","","","","5,126.00","E, 1","","","5,230.00","E, 1","","","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020308","Bolivia (Plurinational State of)","False","False","True","Annual","Number (Units)","Total","Total","Total","Not available","353.00","E, 1","1,217.00","E, 1","508.00","E, 1","1,292.00","E, 1","14,447.00","E, 1","3,654.00","E, 1","7,115.00","E, 1","12,606.00","E, 1","23,842.00","E, 1","6,697.00","E, 1","5,430.00","E, 1","13,675.00","E, 1","10,905.00","E, 1","2,864.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020603","Bhutan","False","False","True","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","26,325.00","E, 1","233.00","E, 1","42,290.00","E, 1","120.00","E, 1","3,916.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020313","Chile","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","37,030.00","E, 1","309,426.00","E, 1","86,227.00","E, 1","6,095.00","E, 1","38,505.00","E, 1","84,179.00","E, 1","19,150.00","E, 1","25,422.00","E, 1","358,667.00","E, 1","22,998.00","E, 1","7,158,185.00","E, 1","136,274.00","E, 1","205,959.00","E, 1","3,571.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020902","Cook Islands","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","872.00","E, 1","","","","","","","1,721.00","E, 1","","","","","","","","","7,843.00","E, 1","","","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020314","Colombia","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","81,997.00","E, 1","42,298.00","E, 1","72,961.00","E, 1","80,550.00","E, 1","221,682.00","E, 1","260,802.00","E, 1","217,816.00","E, 1","171,872.00","E, 1","640,748.00","E, 1","302,952.00","E, 1","1,462,060.00","E, 1","1,315,592.00","E, 1","509,020.00","E, 1","306,539.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020211","Comoros","True","True","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","3,284.00","E, 1","2,581.00","E, 1","138.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020315","Costa Rica","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","8,782.00","E, 1","8,514.00","E, 1","18,902.00","E, 1","6,922.00","E, 1","9,519.00","E, 1","16,024.00","E, 1","5,819.00","E, 1","41,176.00","E, 1","13,198.00","E, 1","15,086.00","E, 1","47,527.00","E, 1","11,373.00","E, 1","19,220.00","E, 1","6,253.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020215","Djibouti","False","True","False","Annual","Number (Units)","Total","Total","Total","Not available","5.00","E, 1","","","6.00","E, 1","1.00","E, 1","453.00","E, 1","43.00","E, 1","23.00","E, 1","15.00","E, 1","4.00","E, 1","10.00","E, 1","12.00","E, 1","181.00","E, 1","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020318","Dominica","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","3,258.00","E, 1","","","4.00","E, 1","37.00","E, 1","375.00","E, 1","26.00","E, 1","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020320","Ecuador","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","12,709.00","E, 1","17,779.00","E, 1","59,698.00","E, 1","9,468.00","E, 1","6,441.00","E, 1","8,088.00","E, 1","17,787.00","E, 1","9,883.00","E, 1","67,640.00","E, 1","8,788.00","E, 1","4,912.00","E, 1","148,524.00","E, 1","92,598.00","E, 1","25,955.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01014900","Spain","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","16,185.00","E, 1","11,205.00","E, 1","10,428.00","E, 1","19,012.00","E, 1","3,599.00","E, 1","104.00","E, 1","10,186.00","E, 1","14,985.00","E, 1","3,004.00","E, 1","7,824.00","E, 1","19,502.00","E, 1","","","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020218","Ethiopia","False","True","True","Annual","Number (Units)","Total","Total","Total","Not available","74,972.00","E, 1","27,515.00","E, 1","5,087.00","E, 1","145,209.00","E, 1","26,862.00","E, 1","231,779.00","E, 1","263,651.00","E, 1","227,348.00","E, 1","14,125.00","E, 1","592.00","E, 1","214,660.00","E, 1","10,628.00","E, 1","62,455.00","E, 1","28,384.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020903","Fiji","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","436.00","E, 1","","","8.00","E, 1","35,088.00","E, 1","6,600.00","E, 1","","","284.00","E, 1","12.00","E, 1","1,204.00","E, 1","27,092.00","E, 1","18,488.00","E, 1","344.00","E, 1","60,824.00","E, 1","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020908","Micronesia (Federated States of)","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","14,429.00","E, 1","800.00","E, 1","40,000.00","E, 1","","","","","","","","","","","","","","","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020324","Grenada","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","64.00","E, 1","","","113,795.00","E, 1","31,858.00","E, 1","","","","","","","","","","","","","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020326","Guatemala","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","16,107.00","E, 1","12,945.00","E, 1","5,776.00","E, 1","9,779.00","E, 1","14,087.00","E, 1","367,745.00","E, 1","11,439.00","E, 1","26,463.00","E, 1","63,291.00","E, 1","15,029.00","E, 1","470,330.00","E, 1","38,854.00","E, 1","171,806.00","E, 1","29,590.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020327","Guyana","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","7,296.00","E, 1","","","400.00","E, 1","132,004.00","E, 1","538.00","E, 1","284,931.00","E, 1","30,418.00","E, 1","211.00","E, 1","214.00","E, 1","325.00","E, 1","505.00","E, 1","927.00","E, 1","136.00","E, 1","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020329","Honduras","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","6,083.00","E, 1","1,714.00","E, 1","5,112.00","E, 1","1,847.00","E, 1","1,181.00","E, 1","22,309.00","E, 1","6,908.00","E, 1","48,534.00","E, 1","283,342.00","E, 1","31,649.00","E, 1","138,956.00","E, 1","51,811.00","E, 1","7,269.00","E, 1","2,307.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020703","Indonesia","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","7,995.00","E, 1","64,414.00","E, 1","1,190,759.00","E, 1","783,876.00","E, 1","2,797,970.00","E, 1","858,385.00","E, 1","4,125,999.00","E, 1","2,419,619.00","E, 1","990,753.00","E, 1","2,712,725.00","E, 1","82,765.00","E, 1","21,667.00","E, 1","142,068.00","E, 1","508,954.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020605","Iran (Islamic Republic of)","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","13,128.00","E, 1","28,951.00","E, 1","306,446.00","E, 1","273,006.00","E, 1","40,294.00","E, 1","111,448.00","E, 1","331,124.00","E, 1","8,846.00","E, 1","10,731.00","E, 1","12,138.00","E, 1","34,084.00","E, 1","33,567.00","E, 1","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020330","Jamaica","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","4.00","E, 1","2,643.00","E, 1","6,430.00","E, 1","332.00","E, 1","422,156.00","E, 1","36,901.00","E, 1","322.00","E, 1","170,761.00","E, 1","39,339.00","E, 1","93.00","E, 1","10,378.00","E, 1","52.00","E, 1","44,681.00","E, 1","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020803","Jordan","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","1,138.00","E, 1","1.00","E, 1","101.00","E, 1","560.00","E, 1","287.00","E, 1","219.00","E, 1","1,312.00","E, 1","145.00","E, 1","1,219.00","E, 1","","","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020224","Kenya","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","248.00","E, 1","","","988.00","E, 1","17.00","E, 1","1,962.00","E, 1","",""
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020702","Cambodia","False","True","False","Annual","Number (Units)","Total","Total","Total","Not available","45,892.00","E, 1","16,457.00","E, 1","38,800.00","E, 1","7,308.00","E, 1","3,123.00","E, 1","10,067.00","E, 1","7,505.00","E, 1","8,833.00","E, 1","11,828.00","E, 1","52,908.00","E, 1","46,161.00","E, 1","161,011.00","E, 1","11,128.00","E, 1","28,016.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020339","Saint Kitts and Nevis","True","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","4.00","E, 1","4.00","E, 1","57.00","E, 1","4.00","E, 1","301.00","E, 1","","","55.00","E, 1","20.00","E, 1","13.00","E, 1","6.00","E, 1"
"110501","11","11.5","11.5.1","VC_DSR_AFFCT","+                                                                          Number of persons affected by disaster per 100,000 people","01020704","Lao People's Democratic Republic","False","True","True","Annual","Number (Units)","Total","Total","Total","Not available","7,080.00","E, 1","79.00","E, 1","220.00","E, 1","314.00","E, 1","713.00","E, 1","2,871.00","E, 1","1,408.00","E, 1","57,606.00","E, 1","36,958.00","E, 1","78,753.00","E, 1","27,554.00","E, 1","268,387.00","E, 1","2,413.00","E, 1","",""
